"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"Tsunami ID = 5413"																																	
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.169028	140.921111	127.90827231503879									2.59	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.419333	141.366333	89.02751906406884									2.59	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	41.765139	140.717806	410.16013660145467									2.59	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.47075	142.079222	464.13189731027586									2.6	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.424972	141.323083	92.85539456383546									2.6	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.249081	140.9888	121.24113489905774									2.6	1630	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.243083	140.967472	123.14124883309994									2.6	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.629282	141.61684	485.321924192334									2.61	0	4														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.645583	140.580806	334.7175487777746									2.62	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.967944	140.906611	133.65040158269133									4.03	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.989722	140.900528	133.5071767924641									4.04	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.616583	140.68125	239.12855306409136									4.04	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.191028	140.95525	124.66566119674981									4.06	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.048028	140.90975	131.16205588820574									4.07	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.401611	141.193278	103.77545357750182									4.08	0	4														
		"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.5785	140.489667	345.1811480546099									4.09	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.891528	141.57075	96.12622751067062									4.1	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.319722	141.029444	117.53801212165088									4.1	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.171667	140.946	125.70792924069772									4.11	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.289806	141.030472	117.44786790487446									4.14	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.062833	140.910556	130.7437843337993									4.17	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.929083	140.882222	200.92952337789663									4.18	23	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.8895	141.575722	95.65753902998641									4.2	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.967417	140.899583	134.25957697257687									4.21	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.326583	141.044	116.27876376510889									4.23	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.901815	140.806415	207.6391491916907									4.23	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.109096	140.994275	179.34407353726823									4.24	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.262417	140.981944	121.77371668095022									4.26	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.928278	141.583	98.20864546302883									4.26	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.945097	140.913914	197.74740871931715									4.3	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	41.935033	143.244017	410.71667642420385									4.31	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.924083	141.584083	97.81201594134126									4.32	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.311222	140.579056	271.76871870340534									4.33	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.193333	140.942556	125.74631677721133									4.35	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.118991	143.318415	431.9450422572956									4.39	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.278556	140.994028	120.65991884277959									4.43	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.158417	140.939028	126.4963154770946									4.46	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.308194	140.568806	272.5751962859223									4.47	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.295556	141.018611	118.47817563951172									4.48	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.973528	140.899889	134.04532417143307									4.51	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.249167	140.98075	121.94437469812988									4.54	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.24125	140.986139	121.52142752774986									4.56	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.60475	141.506444	82.99921060069872									4.57	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.830917	140.789278	214.59688422559333									4.57	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.635156	141.953115	152.94681600241793									4.59	850	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.236889	140.967083	123.21578273210066									4.6	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.308131	140.568413	272.6013364393888									4.64	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.818972	141.573333	90.63923993208184									16.8	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.522622	141.469203	82.81625838675313									16.86	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.977722	141.697028	95.78081318441875									16.89	230	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.054997	141.851042	200.31339790750332									17.09	52.9	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.36818	141.938506	124.75492382163623									17.21	730	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.686194	141.97221	158.0819108886565									17.24	90	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.64154	142.007928	152.57980335586086									17.29	80	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.22125	141.822042	218.8581379901415									17.33	28.5	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.328972	141.900361	121.69338266415834									17.4	12	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.446854	141.44603	82.6950258050011									17.48	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.440389	141.43965	83.10435969688182									17.5	0	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.813944	141.561139	91.10840326536928									17.55	80	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.198956	141.865267	109.42333691748898									17.77	110	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.567296	142.036237	144.01198187367766									17.85	400	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.673868	141.979772	156.60392593607003									17.94	40	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.219347	141.810042	218.87954987721668									18.12	303.7	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.381472	141.938361	126.16503938533583									18.18	35	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.979861	141.705639	95.50980427621498									18.32	225	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.108972	141.804083	102.82825431354601									18.43	538.45	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.004889	141.671917	99.49658851812273									18.53	75	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.005694	141.664944	99.9401659882133									18.57	60	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.687075	141.967194	158.2732412205694									18.61	105	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.368028	141.938444	124.74047904066855									18.75	780	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.521753	142.028098	139.21628950418986									18.78	110	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.642326	142.008332	152.65788796038288									18.79	40	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.048111	141.869639	199.21203302773412									18.88	102	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.207667	141.869333	110.16693447652419									19.01	102.97	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.448559	141.440905	83.17091210050721									19.04	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.305778	141.889722	119.59599500217516									19.15	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.115583	141.887611	100.19982574145149									19.23	65	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.381111	141.936444	126.17671690174826									19.32	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.021139	141.645056	102.3537777707696									19.38	1600	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.438392	141.4375	83.24780338370105									19.56	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.951056	141.957278	187.11491217582827									20.01	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.224778	141.830722	219.07906198777323									20.24	0	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.799222	141.984083	170.13518634612234									20.57	150	5														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.684127	141.968018	157.93841396134115									20.61	440	5														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.726167	141.011528	135.31146874680093									20.79	52	5														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.983167	140.901167	133.6463813241242									5.2	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.912417	141.578972	97.21479137758848									5.2	0	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.529667	141.523167	258.4530982171912									5.22	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.286167	141.030944	117.41295212038219									5.22	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.920528	141.582333	97.64018977240474									5.23	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.111333	140.927889	128.24035426921515									5.25	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.968806	140.905361	133.7290011749246									5.26	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.414639	141.323389	92.66683888421348									5.27	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.890167	141.577694	95.58362852870168									5.28	0	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.526694	141.535583	257.8359219356918									5.28	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.912073	140.835673	205.06630626150414									5.29	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.223917	140.984472	121.79452956669826									5.3	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.271917	140.998167	120.31814149694591									5.3	35.21	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.818889	140.94905	135.76970795101235									5.31	24	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.137778	140.930972	127.51145053867273									5.31	160.75	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.610889	141.978528	149.8147538477654									5.32	45.87	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.529611	141.525194	258.3977825776643									5.32	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.261667	140.993667	120.75181841044163									5.33	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.924722	140.895944	135.96722055478148									5.35	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.955181	140.9392	195.44131700020415									5.37	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.306389	141.418667	83.4829897419823									5.38	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.286388	143.321524	450.25582979137306									5.39	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.124778	140.935833	127.30963442051093									5.39	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.907667	141.570944	97.34724882482567									5.42	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.273333	141.869444	116.88148051925465									5.43	1430	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.476678	141.948854	136.0318529709411									5.43	600	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	35.881328	140.681703	307.36509637893397									5.43	407	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.846639	141.395833	295.2608114934185									5.43	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.040417	140.906111	131.66045226312318									5.46	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.830375	140.789719	214.61742852422563									5.46	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.483354	141.967676	136.31476571599987									5.49	380	4														
		"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.535722	141.557778	258.2713826869326									5.5	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.4105	140.608194	261.29964987755415									5.51	133.83	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.921472	140.898361	135.8782443047375									5.52	0	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.123052	140.592056	288.4322731943044									5.56	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38	140.879694	134.98164076436413									2.62	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.164944	140.911528	128.79647401765615									2.63	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.046778	140.900944	131.9466558976984									2.64	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.434278	141.319194	93.34852267151548									2.65	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.112556	140.905972	130.1128934454269									2.65	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.224139	140.9465	125.10880766734095									2.65	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.116722	140.90525	130.09980371045535									2.65	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.419667	141.216944	101.95580581024318									2.67	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.234806	140.963333	123.5579281712113									2.68	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.5285	141.424306	86.74990294866299									2.69	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.466035	140.857884	480.4594164260054									2.69	0	4														
		"n"	"JAPAN"	"MIE"	"MIE PREFECTURE, TOKAI REGION"	34.122222	136.261667	718.4444695581473									2.7	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.160278	140.921722	127.9742057323308									2.7	0	4														
		"n"	"JAPAN"	"MIE"	"MIE PREFECTURE, TOKAI REGION"	34.125556	136.263611	718.0640178094984									2.7	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.419833	141.2255	101.21711293821869									2.71	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.307	141.034389	117.09394128968357									2.72	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.313139	141.039	116.69419545300525									2.72	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.022889	140.895306	133.03155987389488									2.73	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.144403	141.000072	176.11219073190352									2.73	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.144475	141.000114	176.10380189524685									2.73	0	4														
		"n"	"JAPAN"	"MIE"	"MIE PREFECTURE, TOKAI REGION"	34.123611	136.262222	718.303465172758									2.74	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.832833	140.922222	137.3407407450803									2.74	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.2065	140.943944	125.4886537096522									2.74	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.347444	141.0425	116.48155808039117									2.74	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.085083	140.910778	130.2370335602875									2.74	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.08625	140.902694	130.90939939219584									2.75	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.979056	140.894139	134.36389965769882									2.75	0	4														
		"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	43.179722	145.507583	603.2924781312622									2.75	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.41275	141.195722	103.70125129388674									2.77	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.311806	141.032833	117.23243425480788									2.77	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.095433	140.98272	181.15724917600488									2.78	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.424611	141.234389	100.51746230769214									2.78	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.360528	141.137556	108.2549631561249									2.78	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.094944	140.907833	130.28941820412732									2.79	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.413194	141.224694	101.19489658469804									2.79	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.418667	141.322556	92.8004158866125									4.64	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.233111	140.992333	121.03641031383941									4.66	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.886667	141.556	96.70016966203286									4.68	0	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.971069	140.95842	192.99071274889116									4.7	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.608439	141.956055	150.00741236215464									4.72	150	4														
		"n"	"JAPAN"	"IBARAKI"	"IBARAKI PREFECTURE, KANTO REGION"	36.829083	140.788583	214.79235519760059									4.72	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.285889	141.03925	116.68691572058502									4.73	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.283778	141.02025	118.35335864157963									4.76	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.36225	141.138889	108.15001586824918									4.79	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.957167	140.889306	135.4478549888038									4.79	0	4														
		"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.1475	140.932583	127.21818259011424									4.81	0	4														
		"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.462164	141.947466	134.51527650252464									4.84	730	4														
		"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.088251	140.981965	181.79368308221052									4.85	0	4														
